,Comp,File,Line,Spkr,StTime,Content,EnTime,inv
32813,DCB,DCB_se1_ag1_f_03_1,1090,DCB_se1_ag1_f_03,1520.3404,[People that] be here.,1521.2573,1
334.512,DCB,DCB_se1_ag1_f_03_1,1106,DCB_se1_ag1_f_03,1538.1435,They be cooler sometimes.,1539.4952,1
422.8,DCB,DCB_se1_ag1_f_03_1,1515,DCB_se1_ag1_f_03,2051.5861,"She's like, y'all cannot be fighting,",2053.2472,1
438.1112,DCB,DCB_se1_ag1_f_03_1,1939,DCB_se1_ag1_f_03,2590.555,He be mad when I bring her up around him.,2591.8899,1
438.131,DCB,DCB_se1_ag1_f_03_1,1941,DCB_se1_ag1_f_03,2593.0529,"He be real mad, I don't care.",2594.3642,1
49314,DCB,DCB_se1_ag1_f_03_1,2088,DCB_int_01,2780.0987,You was tryna be sh- I saw you throwing [that shade right there.],2782.3397,1
5078,DCB,DCB_se1_ag1_f_03_1,2113,DCB_int_01,2809.3818,Mm. Let me not be getting in his business.,2811.6672,1
512.39,DCB,DCB_se1_ag1_f_03_1,2121,DCB_se1_ag1_f_03,2820.4606,And /RD-NAME-1/ will not be getting a ride.,2822.1932,1
172.1411,DCB,DCB_se1_ag1_m_01_1,1113,DCB_se1_ag1_m_01,1094.28,"They be like,",1094.7082,1
178.535,DCB,DCB_se1_ag1_m_01_1,1165,DCB_se1_ag1_m_01,1137.3448,like I be from a neighborhood,1138.5774,1
180.336,DCB,DCB_se1_ag1_m_01_1,1175,DCB_se1_ag1_m_01,1141.8066,"I be like,",1142.24,1
344.616,DCB,DCB_se1_ag1_m_01_1,2212,DCB_se1_ag1_m_01,2193.8031,"So they be like,",2194.7004,1
344.121,DCB,DCB_se1_ag1_m_01_1,2218,DCB_se1_ag1_m_01,2200.5256,"it be like, if it's a group of black kids walking dow- like I'll give example, if a group of black kids walking down Eighth Street",2205.8557,1
376.152,DCB,DCB_se1_ag1_m_01_1,2411,DCB_se1_ag1_m_01,2391.9646,"if I be like, see you sing",2393.2659,1
114.443,DCB,DCB_se1_ag1_m_02_1,1153,DCB_se1_ag1_m_02,1397.8418,And I probably just be sitting out there with him or sitting in the car,1401.7587,1
128.1319,DCB,DCB_se1_ag1_m_02_1,1380,DCB_se1_ag1_m_02,1679.62,"Or we be like making skate videos like, um, editing our skate videos- the- the videos that we record throughout the day,",1685.8671,1
128.87,DCB,DCB_se1_ag1_m_02_1,1454,DCB_se1_ag1_m_02,1779.1871,to do besides be outside and skateboard by myself or with one of my other friends,1783.9515,1
146.264,DCB,DCB_se1_ag1_m_02_1,2147,DCB_se1_ag1_m_02,2571.7779,"to just be in the streets,",2573.1336,1
146.44,DCB,DCB_se1_ag1_m_02_1,2165,DCB_se1_ag1_m_02,2587.3581,They could just be walking around r-,2589.0559,1
12.1149,DCB,DCB_se1_ag1_m_03_1,82,DCB_se1_ag1_m_03,71.9442,"he be around like,",72.625,1
12.1713,DCB,DCB_se1_ag1_m_03_1,88,DCB_se1_ag1_m_03,75.2631,"Like where my brother be at, like,",76.6293,1
167.19,DCB,DCB_se1_ag1_m_03_1,737,DCB_se1_ag1_m_03,746.4331,"And then that's how I be like,",747.1931,1
281.101,DCB,DCB_se1_ag1_m_03_1,1073,DCB_se1_ag1_m_03,1087.7281,"do stuff that I know I'm'a get in trouble for. Now I be like- And I- I just- I- I just think back- I'm like,",1091.4386,1
307.86,DCB,DCB_se1_ag1_m_03_1,1414,DCB_se1_ag1_m_03,1361.5199,We be laughing together.,1362.4338,1
409.71,DCB,DCB_se1_ag1_m_03_1,1850,DCB_se1_ag1_m_03,1775.6051,We be laughing.,1776.2998,1
409.13,DCB,DCB_se1_ag1_m_03_1,1856,DCB_se1_ag1_m_03,1778.9099,"But like, it just be like,",1779.5814,1
411.31,DCB,DCB_se1_ag1_m_03_1,1894,DCB_se1_ag1_m_03,1805.2518,"my friends like, we just be laughing. Like we have a ball [in every class], and then like, we still get our work done. Like,",1810.17,1
425.114,DCB,DCB_se1_ag1_m_03_1,1966,DCB_se1_ag1_m_03,1879.7735,/That be up./,1880.2817,1
449.115,DCB,DCB_se1_ag1_m_03_1,2109,DCB_se1_ag1_m_03,2012.1381,"Man, we be having a ball. Like,",2014.2971,1
453.131,DCB,DCB_se1_ag1_m_03_1,2201,DCB_se1_ag1_m_03,2088.1453,"Like I can't just sit there and be like,",2089.4812,1
453.27,DCB,DCB_se1_ag1_m_03_1,2215,DCB_se1_ag1_m_03,2093.5415,"Like I be like, one",2094.3388,1
480.215,DCB,DCB_se1_ag1_m_03_1,2305,DCB_se1_ag1_m_03,2179.0899,"Like we stay on Facetime, and then like, we be calling each other boo and all that.",2182.2208,1
540.115,DCB,DCB_se1_ag1_m_03_1,2457,DCB_se1_ag1_m_03,2312.2629,"/turnt/- he be like,",2312.9106,1
545.17,DCB,DCB_se1_ag1_m_03_1,2472,DCB_se1_ag1_m_03,2329.0913,"I be /topping/ in there. I know about my man Chuck Brown. RIP- Rest in peace, Chuck.",2333.4929,1
621.3,DCB,DCB_se1_ag1_m_03_1,2715,DCB_se1_ag1_m_03,2528.551,"They be like, give me ten minute.",2530.0617,1
38518,DCB,DCB_se1_ag2_f_01_1,1173,DCB_int_01,1345.682,"A D- A person from Maryland be like, no, I'm from the area. I'm from [the DMV.]",1349.5261,1
457.6,DCB,DCB_se1_ag2_f_01_1,1342,DCB_int_01,1547.577,or you just going buck wild and be like [what?],1549.7182,1
586.91,DCB,DCB_se1_ag2_f_01_1,1895,DCB_se1_ag2_f_01,2218.5149,"like they be with the hoods, and",2220.3754,1
147.82,DCB,DCB_se1_ag2_f_02_1,417,DCB_se1_ag2_f_02,657.7555,"like- and just walk away, and stuff be on the stove, like so you had to",660.8889,1
33524,DCB,DCB_se1_ag2_f_02_1,1102,DCB_se1_ag2_f_04,1659.9666,"[You better] be street [if you looking at me, hey. (singing)]",1663.4512,1
759,DCB,DCB_se1_ag2_f_02_1,2230,DCB_se2_ag2_f_01,3259.3115,"I have to say that you and Denise be knowing all the places. I'm like, nigga, how you /gonna get to/ know all the places to go, what's the place we went to for /RD-NAME-3/ baby shower?",3266.0822,1
205.49,DCB,DCB_se1_ag2_f_03_1,1684,DCB_se1_ag2_f_03,2297.3708,Just let me be out too.,2299.0625,1
22824,DCB,DCB_se1_ag2_f_03_1,2074,DCB_int_01,2853.1608,[I can sit] at home and be so happy.,2854.97,1
28026,DCB,DCB_se1_ag2_f_03_1,2459,DCB_int_01,3417.2609,"And be like, this place [was] great, [yes, the- Mm.]",3420.0478,1
295.17,DCB,DCB_se1_ag2_f_03_1,2531,DCB_se1_ag2_f_03,3517.564,"It's very long. And then they didn't wanna take the train home. They be like,",3521.1742,1
86.737,DCB,DCB_se1_ag2_m_01_1,272,DCB_se1_ag2_m_01,401.6528,I just be wanting- I always- I'm still like that in ways like I just always wanted to just do what I wanna do like I'm-,406.6941,1
195.135,DCB,DCB_se1_ag2_m_01_1,564,DCB_se1_ag2_m_01,810.1763,"Nah the- I- I don't do the- I don't think I could do the vodka like that but I think the- the tequila I could do it like I be fucking with the tequila and the v- and the, uh- and the Cognac.",818.0856,1
195.331,DCB,DCB_se1_ag2_m_01_1,566,DCB_se1_ag2_m_01,818.3566,"Yeah, and it be having me feeling good.",820.6762,1
358.323,DCB,DCB_se1_ag2_m_01_1,907,DCB_int_01,1293.1728,"I'm'a come back to you in [December and be like, mm.]",1295.8545,1
612.112,DCB,DCB_se1_ag2_m_01_1,1650,DCB_se1_ag2_m_01,2247.7845,Yeah I told you she be trying to son me.,2248.9819,1
756,DCB,DCB_se1_ag2_m_01_1,1999,DCB_se1_ag2_f_02,2703.2605,So he's the one that be getting on them when they all slacking off and [/inaudible/],2706.3587,1
847.15,DCB,DCB_se1_ag2_m_01_1,2277,DCB_se1_ag2_m_01,3057.7235,"Well got me. My sister she real, she more- you know what I'm saying, she be chilling or whatever you know what I'm saying, but like it got me more so than her.",3063.3246,1
887.26,DCB,DCB_se1_ag2_m_01_1,2556,DCB_se1_ag2_m_01,3459.1292,"dudes be hating, I never knew that. I never knew that like- I thought it was just like-",3462.8868,1
901.7,DCB,DCB_se1_ag2_m_01_1,2662,DCB_int_01,3614.7479,"but what was that moment that made you be like,",3616.45,1
906.32,DCB,DCB_se1_ag2_m_01_1,2718,DCB_se1_ag2_m_01,3697.0755,"So now he be trying to have a relationship or whatever it's like, you know what I'm saying, and I be cool with him whatever but it's just like I know he see that it ain't what it is. Like, you did that shit though. Like you did that, that ain't me.",3705.6288,1
942,DCB,DCB_se1_ag2_m_01_1,2845,DCB_se1_ag2_m_01,3874.1124,[I be using] that shit.,3875.1924,1
948.2,DCB,DCB_se1_ag2_m_01_1,2859,DCB_se1_ag2_m_01,3890.2298,"Maybe cause I was out Landover, I heard us saying that first though before everybody, now you be hearing everybody saying bruh.",3894.5804,1
1001.6,DCB,DCB_se1_ag2_m_01_1,3003,DCB_se1_ag2_m_01,4091.657,"anybody to sit here and just be like,",4093.4036,1
1017.1,DCB,DCB_se1_ag2_m_01_1,3155,DCB_se1_ag2_m_01,4308.851,"[You know what I'm saying so it just] like it's a lot of that that be going on with the youngins I just like try to tell them like,",4312.8963,1
1019.7,DCB,DCB_se1_ag2_m_01_1,3196,DCB_se1_ag2_m_01,4377.928,"It's the same thing, you can't change one letter or something and be like, oh, and put a different meaning on it.",4381.8987,1
8.103,DCB,DCB_se1_ag2_m_02_1,41,DCB_se1_ag2_m_02,47.125,"uh, be dressed nice, have nice things.",49.6705,1
60.176,DCB,DCB_se1_ag2_m_02_1,604,DCB_se1_ag2_m_02,767.1071,we used to always be like-,768.2326,1
68.113,DCB,DCB_se1_ag2_m_02_1,650,DCB_se1_ag2_m_02,835.3511,"[Like if you was to call] me, be like,",836.8943,1
68.633,DCB,DCB_se1_ag2_m_02_1,655,DCB_se1_ag2_m_02,841.9316,"And you be like, uh, I can't believe this. And I be like, kill moe. That's crazy.",846.1223,1
70.1132,DCB,DCB_se1_ag2_m_02_1,669,DCB_se1_ag2_m_02,863.3489,"Yeah, or- or some people just be like kill.",865.6697,1
70.379,DCB,DCB_se1_ag2_m_02_1,671,DCB_se1_ag2_m_02,866.0885,"Like that's crazy- Instead of saying that's crazy, they be like kill.",868.5307,1
70.936,DCB,DCB_se1_ag2_m_02_1,677,DCB_se1_ag2_m_02,874.4953,"like something happened in the news or something, be like",876.4674,1
108.1616,DCB,DCB_se1_ag2_m_02_1,953,DCB_se1_ag2_m_02,1301.9153,"in like the church, be closer to their church family than their real families.",1305.2494,1
1.431,DCB,DCB_se1_ag2_m_02_2,43,DCB_se1_ag2_m_02,49.8277,"Or you might just be like,",51.024,1
40.113,DCB,DCB_se1_ag2_m_02_2,392,DCB_se1_ag3_m_01,554.3527,"Oh, can you give- can you like help someone like now? Like can you give some examples please, cause you'd- you be helping me also. Like can you give me some examples, some foods that-",561.8671,1
8.69,DCB,DCB_se1_ag2_m_02_3,105,DCB_se1_ag2_m_02,123.8291,"to go and be able to do that. Like, musicians, the people that",126.4918,1
68.445,DCB,DCB_se1_ag2_m_03_1,230,DCB_se1_ag2_m_03,351.1005,It be crazy.,351.7125,1
70.38,DCB,DCB_se1_ag2_m_03_1,236,DCB_se1_ag2_m_03,356.9771,"uh, be thinking about a song lyrics or whatever and then my brother just might start just",360.961,1
70.741,DCB,DCB_se1_ag2_m_03_1,240,DCB_se1_ag2_m_03,363.9414,"You know what I mean, it be crazy.",365.0024,1
48.358,DCB,DCB_se1_ag2_m_03_2,150,DCB_se1_ag2_m_03,267.2359,"/It/ be like, damn.",267.9199,1
5298,DCB,DCB_se1_ag2_m_03_2,154,DCB_se1_ag2_m_03,275.1611,"[/???/] they definitely treat my brother like the baby, /trying to-/ [I be like, god damn, cuz and-]",279.1525,1
56.827,DCB,DCB_se1_ag2_m_03_2,165,DCB_se1_ag2_m_03,292,"I'm like, it's all good that joint crazy, it just throws me off though when I get to thinking about certain things, just be like, yeah that's crazy.",296.7746,1
102.1416,DCB,DCB_se1_ag2_m_03_2,260,DCB_se1_ag2_m_03,469.6764,And it be just like-,470.5039,1
102.187,DCB,DCB_se1_ag2_m_03_2,264,DCB_se1_ag2_m_03,473.3275,"They be like, oh, my brother on they line, or he- they on his- my brother line and just like, alright cool.",477.2488,1
102.2412,DCB,DCB_se1_ag2_m_03_2,270,DCB_se1_ag2_m_03,481.3895,"So it be like now, like I say, to give you a story and everything,",484.2831,1
104.353,DCB,DCB_se1_ag2_m_03_2,282,DCB_se1_ag2_m_03,499.5196,"[like yeah I just started] talking to her and everything. And it was just like, me and my brother used to play so many games and just be like, man I know if I- you talk to shorty I can talk to her too.",506.8142,1
114.829,DCB,DCB_se1_ag2_m_03_2,348,DCB_se1_ag2_m_03,630.1149,"my name /RD-NAME-2/, I ain't in it, so they be like, yeah what's your real fucking name? So it's just like,",633.2955,1
114.142,DCB,DCB_se1_ag2_m_03_2,354,DCB_se1_ag2_m_03,638.4739,"and they be like, oh,",639.3522,1
114.209,DCB,DCB_se1_ag2_m_03_2,360,DCB_se1_ag2_m_03,643.2327,"big bama shit, you know what I'm saying. /Just/ be like-",645.1887,1
114.2218,DCB,DCB_se1_ag2_m_03_2,362,DCB_se1_ag2_m_03,645.7159,"like dog like nah I just told you r- my real name, like you- you really lunching, you know what I'm saying. They be like,",649.9434,1
114.269,DCB,DCB_se1_ag2_m_03_2,366,DCB_se1_ag2_m_03,653.7012,"And it be like- like I say, like I gotta really have",655.613,1
11633,DCB,DCB_se1_ag2_m_03_2,370,DCB_se1_ag2_m_03,660.0448,"Cause it really be like, [nah] like I /saw the guy/ /unintelligible/. Then it be like,",663.5024,1
122.1101,DCB,DCB_se1_ag2_m_03_2,395,DCB_se1_ag2_m_03,713.7646,"[/And/] they don't even know if I have a twin if you d- if d- if you really don't know me, you know what I'm saying. They be like,",717.3856,1
122.27,DCB,DCB_se1_ag2_m_03_2,396,DCB_se1_ag2_m_03,717.7493,"yeah, what's up man. Like, it be [crazy like-]",719.2274,1
124.259,DCB,DCB_se1_ag2_m_03_2,399,DCB_se1_ag2_m_03,722.3646,"And it be crazy cause it be like- like- it's cats like /even know/ my brother, like sometime be in the same circle, and other times we don't.",727.3127,1
124.819,DCB,DCB_se1_ag2_m_03_2,405,DCB_se1_ag2_m_03,734.496,"So they be like, oh yeah, damn, you know, matter of fact he did say something about the other, whatever the case may've been.",739.1059,1
132.535,DCB,DCB_se1_ag2_m_03_2,456,DCB_se1_ag2_m_03,829.8333,"And it just be like, yeah, like, we know, like, you know, at the end of the day, you know, he might do something /?/ be like, damn that was petty.",835.8966,1
132.1135,DCB,DCB_se1_ag2_m_03_2,462,DCB_se1_ag2_m_03,841.4529,"And it be like, /know what I'm saying/- you know what I'm saying, little brother be competition, you know what I'm saying, I ain't gonna say like, petty petty, but, you know what I'm saying, /it wouldn't be like, oh yeah./ Like I remember like me /rolled out/",848.1836,1
170.164,DCB,DCB_se1_ag2_m_03_2,602,DCB_se1_ag2_m_03,1090.96,"[Just a] little sort of I know what the- you know, couple notes and everything, but other than that, I be like, yeah I don't know, you ain't nowhere.",1096.1191,1
180.338,DCB,DCB_se1_ag2_m_03_2,624,DCB_se1_ag2_m_03,1131.0159,"and it be like, yeah man, you know, I seen you on, you know,",1133.5958,1
634,DCB,DCB_se1_ag3_f_01_1,2217,DCB_se1_ag3_f_01,2913.3434,"Other than that, I be just sitting in the house looking crazy.",2915.5945,1
747.1,DCB,DCB_se1_ag3_f_01_1,2602,DCB_int_01,3433.3337,[Oof. And your ha-] And your house be stank up.,3435.696,1
42.355,DCB,DCB_se1_ag3_f_02_1,191,DCB_se1_ag3_f_02,257.9415,"""that's chill,"" whatever them little words they be using.",261.0211,1
38.719,DCB,DCB_se1_ag3_f_02_2,448,DCB_se1_ag3_f_02,598.816,we be too busy,599.8707,1
328.133,DCB,DCB_se1_ag3_f_03_1,2164,DCB_se1_ag3_f_03,2433.1984,"/unintelligible/ so like, Sugar Bear, he g- if he see me and my girlfriend, he be like,",2436.6971,1
328.71,DCB,DCB_se1_ag3_f_03_1,2170,DCB_se1_ag3_f_03,2445.4039,You be press to get on display.,2446.9837,1
360.88,DCB,DCB_se1_ag3_f_03_1,2298,DCB_se1_ag3_f_03,2594.9929,"Caucasian music that be on the radios, yeah, they- yeah.",2598.1673,1
484.218,DCB,DCB_se1_ag3_f_03_1,2956,DCB_se1_ag3_f_03,3388.9728,"You know, I be struggling,",3390.1448,1
49614,DCB,DCB_se1_ag3_f_03_1,2998,DCB_se1_ag3_f_03,3435.5709,"But [one thing I love] about him, because he promotes me and I be promoting him.",3438.8127,1
77.914,DCB,DCB_se1_ag3_m_01_1,656,DCB_se1_ag3_m_01,923.0153,"She'll let you know she was good. She'll look at you and sing, y- you be looking back at her like, oh you doing that?",928.313,1
17243,DCB,DCB_se1_ag3_m_01_1,1179,DCB_int_01,1632.0723,Will Otto Porter be playing this summer?,1633.4572,1
187.317,DCB,DCB_se1_ag3_m_01_1,1216,DCB_se1_ag3_m_01,1685.0503,"[Oh, if I'm out- if I'm going out around the] neighborhood, it's- it's be like-",1688.2116,1
201.135,DCB,DCB_se1_ag3_m_01_1,1273,DCB_se1_ag3_m_01,1786.509,Everybody be talking about food.,1788.1389,1
24.1124,DCB,DCB_se1_ag3_m_02_1,125,DCB_se1_ag3_m_02,158.3344,"But they say dog (atypical pronunciation). And we say in DC, we be like, what's up cuz? or what's up dog?",162.9487,1
24.1317,DCB,DCB_se1_ag3_m_02_1,127,DCB_se1_ag3_m_02,163.2715,"Baltimore they be like, what's up dog? (atypical pronunciation)",165.1523,1
118.278,DCB,DCB_se1_ag3_m_02_1,689,DCB_se1_ag3_m_02,964.6579,"And that shit be funny as fuck now that I be thinking about it cause when I got to a certain age, you know what I'm saying, I reached my-",971.6104,1
146.722,DCB,DCB_se1_ag3_m_02_1,801,DCB_se1_ag3_m_02,1153.7966,"I be like, nah you won't see it.",1155.2939,1
148.542,DCB,DCB_se1_ag3_m_02_1,823,DCB_se1_ag3_m_02,1188.1508,"guess would probably be like barbecue sauce,",1191.4455,1
168.538,DCB,DCB_se1_ag3_m_02_1,1024,DCB_se1_ag3_m_02,1532.2099,"Whether it be a lot of people standing to the crowd it was packed house every night,",1536.0525,1
34.729,DCB,DCB_se1_ag3_m_02_2,190,DCB_se1_ag3_m_02,294.761,And probably- I don't know it's probably be a tie between baseball and,299.4844,1
34.1318,DCB,DCB_se1_ag3_m_02_2,196,DCB_se1_ag3_m_02,303.7159,Cause when my Capitols win the god damn Stanley Cup boy you /unintelligible/ we be the best.,311.7702,1
6060,DCB,DCB_se1_ag3_m_02_2,246,DCB_se1_ag3_m_02,381.3734,<laugh> Oh you tryna be funny. [<laugh>],384.2114,1
32.1315,DCB,DCB_se1_ag3_m_03_1,89,DCB_se1_ag3_m_03,168.7588,"Like you go to Baltimore you be like, man these niggas act like Philly's niggas, or these niggas act like they from New York or something.",173.3963,1
32.1514,DCB,DCB_se1_ag3_m_03_1,91,DCB_se1_ag3_m_03,173.7963,"You go to New York, be like, these niggas act like they from Jersey or something.",176.5005,1
64.636,DCB,DCB_se1_ag3_m_03_1,223,DCB_se1_ag3_m_03,420.9914,"instead of saying I- you know, it's- it sounds good, you be like, it's cranking.",424.9048,1
76.449,DCB,DCB_se1_ag3_m_03_1,271,DCB_se1_ag3_m_03,528.7148,"You know what I'm saying? A lot of times you be like, well they shouldn't have did that one, you know they- you know, but",533.2921,1
170.291,DCB,DCB_se1_ag3_m_03_1,662,DCB_se1_ag3_m_03,1225.764,be there or be square.,1227.0175,1
218.625,DCB,DCB_se1_ag3_m_03_1,795,DCB_se1_ag3_m_03,1468.5518,"You know what I'm saying, and with a good tang to it. Some people shit be watery. You go tos",1473.4698,1
268.29,DCB,DCB_se1_ag3_m_03_1,942,DCB_se1_ag3_m_03,1687.9093,"I might come in and be like, hey where the blam- you know where the blams at?",1690.3216,1
294.138,DCB,DCB_se1_ag3_m_03_1,1007,DCB_se1_ag3_m_03,1793.4727,"[Nah I] just know they be like, girl /love/-, you know how they phrase sh-",1797.0337,1
294.236,DCB,DCB_se1_ag3_m_03_1,1008,DCB_se1_ag3_m_03,1797.1338,"phrase words. They be like,",1798.5819,1
450.11,DCB,DCB_se1_ag3_m_03_1,1892,DCB_se1_ag3_m_03,3185.9652,"that for you to even be like, I hate the nigga.",3187.712,1
150.633,DCB,DCB_se1_ag4_f_01_2,644,DCB_se1_ag4_f_01,739.4429,I be out at my bus stop every day at three.,742.1082,1
150.828,DCB,DCB_se1_ag4_f_01_2,646,DCB_se1_ag4_f_01,742.8579,"Busses be passing me by,",744.6859,1
154.258,DCB,DCB_se1_ag4_f_01_2,658,DCB_se1_ag4_f_01,754.5462,Sometime the busses just be so jammed and they have people standing in-,758.1613,1
154.632,DCB,DCB_se1_ag4_f_01_2,662,DCB_se1_ag4_f_01,761.08,"I- I- They just go on past me and I be like,",763.4613,1
165.148,DCB,DCB_se1_ag4_f_01_2,692,DCB_int_01,796.0889,"And do you- do you enj- I- i- When I watch you /RD-NAME-3/ sometimes you just be in your own little zone, you-",801.1672,1
192.437,DCB,DCB_se1_ag4_f_01_2,807,DCB_se1_ag4_f_01,939.095,"Sometime I have my gospel music I be in like in another world, I mean I have songs that",943.5803,1
226.25,DCB,DCB_se1_ag4_f_01_2,1062,DCB_se1_ag4_f_01,1222.9944,"young people myself and they be like,",1224.8272,1
308.7,DCB,DCB_se1_ag4_f_01_2,1784,DCB_se1_ag4_f_01,2039.5488,"I be saying to myself, Lord that's why the world the way it is.",2042.4301,1
367.214,DCB,DCB_se1_ag4_f_01_2,2185,DCB_int_01,2464.3066,And you be lucky when you get it on sale for like two [fifty.],2466.9558,1
372.84,DCB,DCB_se1_ag4_f_01_2,2316,DCB_se1_ag4_f_01,2603.9685,"I- I told her my story, she be like,",2606.0832,1
372.2,DCB,DCB_se1_ag4_f_01_2,2328,DCB_se1_ag4_f_01,2618.1126,"I be scared, it's like a scary thing like-",2620.72,1
44.233,DCB,DCB_se1_ag4_m_01_1,952,DCB_se1_ag4_m_01,1151.7994,But they would like be the ones that would,1153.4401,1
58.293,DCB,DCB_se1_ag4_m_01_1,1375,DCB_se1_ag4_m_01,1665.4129,eventually made- made up my mind to get out of the program get off of the methadone and just be drug free.,1669.7963,1
52.456,DCB,DCB_se1_ag4_m_02_1,1050,DCB_se1_ag4_m_02,1429.8322,"But you can- you can- An- any playground you wanna go to. You'll see, them little kids be out there for a few minutes.",1434.8553,1
144.2116,DCB,DCB_se1_ag4_m_02_1,1851,DCB_se1_ag4_m_02,2461.388,"So, I said, let's- be down there. Cause the liquor stores open at six thirty. I'm down there seven o'clock.",2465.4467,1
50.1174,DCB,DCB_se2_ag1_f_01_1,158,DCB_se2_ag1_f_01,154.386,[and] like be around with his friends,155.9702,1
103.238,DCB,DCB_se2_ag1_f_01_1,373,DCB_int_01,374.1868,"When I drive down, I'm'a look for it and be like, oh,",375.9211,1
164.541,DCB,DCB_se2_ag1_f_01_1,518,DCB_se2_ag1_f_01,512.2462,and my mom was real strict about us be spending the night over people houses. She didn't do it.,516.0126,1
518.119,DCB,DCB_se2_ag1_f_01_1,1768,DCB_se2_ag1_f_01,1988.7364,"and that's when people would come to me be like,",1990.056,1
518.29,DCB,DCB_se2_ag1_f_01_1,1786,DCB_se2_ag1_f_01,2007.0394,"and I know I be up there reciting my poem,",2008.9186,1
6675,DCB,DCB_se2_ag1_f_01_1,2210,DCB_int_01,2494.7029,"That's where you get Mumbo sauce cause [if I go like a] little black place and be like, /this [ain't real]/.",2498.5732,1
22169,DCB,DCB_se2_ag1_m_01_1,979,DCB_int_01,1203.3487,"When I was younger, phones like- it cost like fifty cent a minute to [call long distance and] you could not be calling long distance. Now you can call and text, but you probably text more.",1211.0103,1
246.311,DCB,DCB_se2_ag1_m_01_1,1232,DCB_se2_ag1_m_01,1479.9635,"Just be able to vent or talk about their problems,",1482.6703,1
298.717,DCB,DCB_se2_ag1_m_01_1,1758,DCB_se2_ag1_m_01,2056.761,"like, I'll come home and just be tired",2058.9553,1
298.1511,DCB,DCB_se2_ag1_m_01_1,1766,DCB_se2_ag1_m_01,2064.4468,"I don't feel like playing. They be like,",2065.6947,1
326.72,DCB,DCB_se2_ag2_f_01_1,960,DCB_se2_ag2_f_01,1388.4436,"and I call her Ma, she be like, oh, don't call me Ma in public. /We/ try and guess my age. And we always laugh about it cause we be like,",1393.3432,1
326.1115,DCB,DCB_se2_ag2_f_01_1,964,DCB_se2_ag2_f_01,1394.6162,"She be like, yes, that's my daughter.",1395.9031,1
55513,DCB,DCB_se2_ag2_f_01_1,1639,DCB_int_01,2375.6918,"It's expensive. Cause your money come in, [and then it go out and you] be like, [Wait!]",2379.1552,1
702.101,DCB,DCB_se2_ag2_f_01_1,2249,DCB_se2_ag2_f_01,3285.35,And I be okay with it.,3286.3616,1
720.62,DCB,DCB_se2_ag2_f_01_1,2296,DCB_se2_ag2_f_01,3340.8189,And the train sometimes be in the way.,3342.5488,1
364.4111,DCB,DCB_se2_ag2_m_01_1,1236,DCB_se2_ag2_m_01,1611.8278,"I wanted to know what it was like to go to school around white people and be around white people, and I wanted-",1615.4415,1
214.491,DCB,DCB_se2_ag3_f_01_1,1499,DCB_se2_ag3_f_01,2050.0907,to make that be your strength as well.,2051.699,1
104.94,DCB,DCB_se2_ag3_f_02_1,641,DCB_se2_ag3_f_02,1049.8035,"So we would just be [out, um, walking around through Alexandria.] So- um,",1055.5332,1
120.362,DCB,DCB_se2_ag3_f_02_1,922,DCB_se2_ag3_f_02,1556.0269,that should soon be getting married,1558.3733,1
494.83,DCB,DCB_se2_ag3_m_01_1,2794,DCB_se2_ag3_m_01,3459.3978,Let's be goofy and crazy and wild,3461.9264,1
712.17,DCB,DCB_se2_ag3_m_01_1,3766,DCB_se2_ag3_m_01,4697.6937,I can't be around her,4699.3325,1
118.146,DCB,DCB_se2_ag3_m_02_1,2301,DCB_se2_ag3_m_02,1959.0447,"her cousin would come to me and be like, /RD-NAME-2/,",1960.5648,1
140.449,DCB,DCB_se2_ag3_m_02_1,2876,DCB_se2_ag3_m_02,2415.3151,"I could hit /RD-NAME-1/ up right now, even though we haven't talked in a couple of months, and be like, yo,",2418.8345,1
140.453,DCB,DCB_se2_ag3_m_02_1,2880,DCB_se2_ag3_m_02,2419.865,"He be like, yeah, alright.",2420.9421,1
150.451,DCB,DCB_se2_ag3_m_02_1,4082,DCB_se2_ag3_m_02,3394.3078,He be alright.,3394.9047,1
150.1023,DCB,DCB_se2_ag3_m_02_1,4088,DCB_se2_ag3_m_02,3397.995,but he be- he be alright.,3398.895,1
174.413,DCB,DCB_se2_ag3_m_02_1,5435,DCB_se2_ag3_m_02,4463.2701,"and I be like, look,",4463.9276,1
6.108,DCB,DCB_se2_ag3_m_02_2,466,DCB_se2_ag3_m_02,372.7589,"go to their neighborhood and try to start a drum circle and be like, this is mine!",375.9005,1
22.6111,DCB,DCB_se2_ag3_m_03_1,398,DCB_se2_ag3_m_03,437.0992,"You know, I mean come on, you go walk down the street and be in DC coming from Maryland on Pennsylvania Avenue once you pass",443.5742,1
48.101,DCB,DCB_se2_ag3_m_03_1,725,DCB_se2_ag3_m_03,844.4582,a lot. But these youngins /out/ this jont man be tight.,846.8953,1
50.1231,DCB,DCB_se2_ag3_m_03_1,919,DCB_se2_ag3_m_03,1053.5517,"But uh, he used to make me be with my mother.",1055.294,1
84.923,DCB,DCB_se2_ag3_m_03_1,2029,DCB_se2_ag3_m_03,2325.8398,and my grandmother and him be watching TV.,2327.8199,1
520.101,DCB,DCB_se2_ag4_f_01_1,2953,DCB_se2_ag4_f_01,3686.0576,they may not be out here doing some of the things they're doing.,3688.6222,1
