,"Comp","File","Line","Spkr","StTime","Content","EnTime","dneg"
"374","ATL","ATL_se0_ag1_m_05_1","1189","ATL_se0_ag1_m_05","1811.3149","that's the only reason your songs get honestly in rotation in- in hip hop which a lot of folks don't know.","1816.3353","0"
"375","ATL","ATL_se0_ag1_m_05_1","1206","ATL_se0_ag1_m_05","1847.4077","there's just- that's [not what] the [companies are tryna fund.]","1850.1661","0"
"376","ATL","ATL_se0_ag1_m_05_1","1242","ATL_se0_ag1_m_05","1909.8825","sex, murder, drugs, and guns, [you feel what] I'm saying. [You can't] really-","1914.2172","0"
"377","ATL","ATL_se0_ag1_m_05_1","1246","ATL_se0_ag1_m_05","1914.6039","nobody's really singing about love anymore because love is so-","1918.294","0"
"378","ATL","ATL_se0_ag1_m_05_1","1258","ATL_se0_ag1_m_05","1934.3967","and it's not cherished anymore. It's kind of more like,","1937.3201","0"
"379","ATL","ATL_se0_ag1_m_05_1","1266","ATL_se0_ag1_m_05","1946.7576","doesn't seem to get people far these days, /it/ doesn't bring [people happiness.]","1950.4801","1"
"380","ATL","ATL_se0_ag1_m_05_1","1276","ATL_se0_ag1_m_05","1960.3198","Um, that's why you don't get a lot of, you know, just","1962.7637","0"
"381","ATL","ATL_se0_ag1_m_05_1","1286","ATL_se0_ag1_m_05","1973.5005","and they never say, hey, you know what? You payed your bill sixteen months in a row","1977.665","0"
"382","ATL","ATL_se0_ag1_m_05_1","1290","ATL_se0_ag1_m_05","1979.1396","no matter what. You know what? The least we can do is this month, we're gonna give you fifty percent off.","1982.9484","0"
"383","ATL","ATL_se0_ag1_m_05_1","1302","ATL_se0_ag1_m_05","1998.0419","But that's not what","1999.4855","0"
"384","ATL","ATL_se0_ag1_m_05_1","1306","ATL_se0_ag1_m_05","2004.9596","if it ain't making dollars in they eyes, it just don't make sense. So-","2008.1909","1"
"385","ATL","ATL_se0_ag1_m_05_1","1308","ATL_se0_ag1_m_05","2008.6859","and love don't make dollars.","2010.1966","0"
"386","ATL","ATL_se0_ag1_m_05_1","1352","ATL_se0_ag1_m_05","2081.4961","Now don't get me wrong. There's sometimes where,","2084.2582","0"
"387","ATL","ATL_se0_ag1_m_05_1","1360","ATL_se0_ag1_m_05","2096.8356","are the same people that's working in the Taco Bell across the street. There's no difference in really","2101.16","0"
"388","ATL","ATL_se0_ag1_m_05_1","1381","ATL_se0_ag1_m_05","2130.0463","if we don't spen- if we don't spend our own dollar back, it doesn't matter","2134.238","1"
"389","ATL","ATL_se0_ag1_m_05_1","1393","ATL_se0_ag1_m_05","2154.1031","ain't nothing because the few Blacks that got a little bit of money,","2157.212","1"
"390","ATL","ATL_se0_ag1_m_05_1","1483","ATL_se0_ag1_m_05","2271.8977","So who's to say why can't that be","2273.9999","0"
"391","ATL","ATL_se0_ag1_m_05_1","1497","ATL_se0_ag1_m_05","2289.3048","we- Chinese food ain't no secret into what is- is cooking. Like","2293.4436","1"
"392","ATL","ATL_se0_ag1_m_05_1","1499","ATL_se0_ag1_m_05","2293.9076","i- half of it's n- probably not even real","2296.3669","0"
"393","ATL","ATL_se0_ag1_m_05_1","1520","ATL_se0_ag1_m_05","2329.7124","I mean, like I said, it's a Mexican restaurant. It's nothing but African Americans that work there. [They make]","2333.8615","0"
"394","ATL","ATL_se0_ag1_m_05_1","1528","ATL_se0_ag1_m_05","2347.1555","and we don't wanna give ours the benefit of the doubt.","2350.0259","0"
"395","ATL","ATL_se0_ag2_m_01_1","95","ATL_se0_ag2_m_01","97.4695","I don't really like using it that much, you know what I'm saying. I like","100.5566","0"
"396","ATL","ATL_se0_ag2_m_01_1","101","ATL_se0_ag2_m_01","103.7072","well not really other titles, but","105.1984","0"
"397","ATL","ATL_se0_ag2_m_01_1","111","ATL_se0_ag2_m_01","115.6946","when you come into this life, so I'm not ashamed of my name neither.","118.8388","1"
"398","ATL","ATL_se0_ag2_m_01_1","131","ATL_se0_ag2_m_01","133.2667","situations that they put themselves in where they can't","136.0258","0"
"399","ATL","ATL_se0_ag2_m_01_1","133","ATL_se0_ag2_m_01","136.5836","h- well, or- or they don't have enough courage","138.8583","0"
"400","ATL","ATL_se0_ag2_m_01_1","146","ATL_se0_ag2_m_01","154.0872","I just try not to use my birth name, but I know that's","157.3169","0"
"401","ATL","ATL_se0_ag2_m_01_1","148","ATL_se0_ag2_m_01","157.7376","the most- I can't change that","159.127","0"
"402","ATL","ATL_se0_ag2_m_01_1","154","ATL_se0_ag2_m_01","162.9554","and it w- still won't matter, because","164.7635","0"
"403","ATL","ATL_se0_ag2_m_01_1","160","ATL_se0_ag2_m_01","169.4371","that wasn't given to you by mistake. That was given to you on purpose.","172.8576","0"
"404","ATL","ATL_se0_ag2_m_01_1","189","ATL_se0_ag2_m_01","204.2457","then you gotta d- go buy me some new clothes. When I don't like- if I don't like a couple of pieces, then you gotta go-","209.2427","1"
"405","ATL","ATL_se0_ag2_m_01_1","195","ATL_se0_ag2_m_01","215.7208","because they know the system a little better, so they say, uh-uh you ain't gonna put that on me.","219.6589","0"
"406","ATL","ATL_se0_ag2_m_01_1","223","ATL_se0_ag2_m_01","256.7119","you wo- you shouldn't be getting sick,","258.3968","0"
"407","ATL","ATL_se0_ag2_m_01_1","238","ATL_se0_ag2_m_01","270.4725","if you ain't- the true you ain't really the one that's in control,","274.1722","1"
"408","ATL","ATL_se0_ag2_m_01_1","243","ATL_se0_ag2_m_01","279.7117","You know what I am saying [because it's not] really in cl- it's not [really in sync]","283.5637","1"
"409","ATL","ATL_se0_ag2_m_01_1","249","ATL_se0_ag2_m_01","288.0669","I don't know, I know I'm just","289.6216","0"
"410","ATL","ATL_se0_ag2_m_01_1","268","ATL_se0_ag2_m_01","311.886","I don't really look at time as age. I feel like I was born in the same moment that I'm in right now.","316.6004","0"
"411","ATL","ATL_se0_ag2_m_01_1","275","ATL_se0_ag2_m_01","323.8076","[you cannot say the day] changed.","326.28","0"
"412","ATL","ATL_se0_ag2_m_01_1","276","ATL_se0_ag2_m_01","326.8966","The day is continuous. There is no breaks in day. Our mind tricks us","330.7294","0"
"413","ATL","ATL_se0_ag2_m_01_1","278","ATL_se0_ag2_m_01","331.0734","to think that we going to sleep and we waking up. No you sleep in two cycles.","334.8801","0"
"414","ATL","ATL_se0_ag2_m_01_1","286","ATL_se0_ag2_m_01","342.7118","You can't control your body, cause your body is made f-","345.6592","0"
"415","ATL","ATL_se0_ag2_m_01_1","294","ATL_se0_ag2_m_01","355.0745","You don't see your arms and your legs and all of that. Like I think we was touching on this before, you don't see all of that. You only see","361.032","1"
"416","ATL","ATL_se0_ag2_m_01_1","320","ATL_se0_ag2_m_01","389.0884","compression chambers so ain't [no air seeping and all of that.]","392.557","0"
"417","ATL","ATL_se0_ag2_m_01_1","330","ATL_se0_ag2_m_01","401.5541","it's not just a spaceship. It's","403.2313","0"
"418","ATL","ATL_se0_ag2_m_01_1","417","ATL_se0_ag2_m_01","512.6315","[Well, not in] the literal sense, w- w- when you looking at it like-","515.8554","0"
"419","ATL","ATL_se0_ag2_m_01_1","426","ATL_se0_ag2_m_01","527.0024","[You can't get]","527.7426","0"
"420","ATL","ATL_se0_ag2_m_01_1","435","ATL_se0_ag2_m_01","539.4321","the analogy wasn't a great analogy cause /it's a-/ somebody will say- a cynic will say, well,","544.1489","0"
"421","ATL","ATL_se0_ag2_m_01_1","437","ATL_se0_ag2_m_01","544.6732","that don't make no sense if you in the ocean, and of course you gonna want the freedom, cause you see the other fish moving around.","549.608","1"
"422","ATL","ATL_se0_ag2_m_01_1","449","ATL_se0_ag2_m_01","565.8615","doing stuff that it ain't supposed to be doing to us.","569.1259","0"
"423","ATL","ATL_se0_ag2_m_01_1","461","ATL_se0_ag2_m_01","581.4142","That ain't truly you. The true you is a baby","583.9343","0"
"424","ATL","ATL_se0_ag2_m_01_1","465","ATL_se0_ag2_m_01","587.0024","Don't need no friends, don't need no toys,","589.4987","1"
"425","ATL","ATL_se0_ag2_m_01_1","512","ATL_se0_ag2_m_01","642.7596","It's not just","643.9342","0"
"426","ATL","ATL_se0_ag2_m_01_1","525","ATL_se0_ag2_m_01","661.452","a magician put a spell on somebody, and they'll just use words. They don't need to use a wand","665.6629","0"
"427","ATL","ATL_se0_ag2_m_01_1","527","ATL_se0_ag2_m_01","665.9173","or no canteen, no potion. They could just say something to 'em- somebody, and they'd be in a trance.","670.6272","1"
"428","ATL","ATL_se0_ag2_m_01_1","541","ATL_se0_ag2_m_01","688.568","you see a insect you ain't never seen before, and it's got this long stinger on and all this other-","693.1592","1"
"429","ATL","ATL_se0_ag2_m_01_1","581","ATL_se0_ag2_m_01","746.6497","um, um, um, like, um, a lot of people- everybody say, there's no cure for fibromyalgia, whatever, whatever.","752.1225","0"
"430","ATL","ATL_se0_ag2_m_01_1","595","ATL_se0_ag2_m_01","769.9396","that your s- your body can't take it.","771.8924","0"
"431","ATL","ATL_se0_ag2_m_01_1","622","ATL_se0_ag2_m_01","817.0185","And ain't no doctor gonna tell you depression causes fibromyalgia, but I'm telling you it does.","821.903","1"
"432","ATL","ATL_se0_ag2_m_01_1","706","ATL_se0_ag2_m_01","933.8028","at the right temperature that the cells don't crystallize and kill themselves, cause that's how you die.","938.7251","0"
"433","ATL","ATL_se0_ag2_m_01_1","798","ATL_se0_ag2_m_01","1060.1557","don't really- they can't get polluted. They absorb","1062.748","1"
"434","ATL","ATL_se0_ag2_m_01_1","804","ATL_se0_ag2_m_01","1070.8912","You can't do that with water.","1072.1865","0"
"435","ATL","ATL_se0_ag2_m_01_1","840","ATL_se0_ag2_m_01","1115.5211","you can't-","1116.2393","0"
"436","ATL","ATL_se0_ag2_m_01_1","842","ATL_se0_ag2_m_01","1117.0147","you can't-","1117.6153","0"
"437","ATL","ATL_se0_ag2_m_01_1","873","ATL_se0_ag2_m_01","1160.5518","it ain't true peace here, because the system's been hacked.","1163.5455","0"
"438","ATL","ATL_se0_ag2_m_01_1","941","ATL_se0_ag2_m_01","1252.6286","Well, then you ain't on no planet, there's no time.","1255.2235","1"
"439","ATL","ATL_se0_ag2_m_01_1","943","ATL_se0_ag2_m_01","1255.9329","That's why there's no such thing as time. If you was in the spaceship right now, how would you keep track of the time?","1260.4725","0"
"440","ATL","ATL_se0_ag2_m_01_1","947","ATL_se0_ag2_m_01","1267.697","[It's] impossible because [there's no way-]","1269.7976","0"
"441","ATL","ATL_se0_ag2_m_01_1","958","ATL_se0_ag2_m_01","1288.7035","Like it don't make sense that we dying in a hundred years, or","1291.4358","0"
"442","ATL","ATL_se0_ag2_m_01_1","968","ATL_se0_ag2_m_01","1300.8896","if you don't know how to get 'em out,","1302.3457","0"
"443","ATL","ATL_se0_ag2_m_01_1","1034","ATL_se0_ag2_m_01","1386.1148","[they] be like, don't look to the side.","1387.7553","0"
"444","ATL","ATL_se0_ag2_m_01_1","1035","ATL_se0_ag2_m_01","1388.1241","Don't look over your shoulder.","1389.1859","0"
"445","ATL","ATL_se0_ag2_m_01_1","1041","ATL_se0_ag2_m_01","1392.9834","be- e- I mean, you're not a criminal.","1395.0537","0"
"446","ATL","ATL_se0_ag2_m_01_1","1050","ATL_se0_ag2_m_01","1411.3289","Cause most of them motherfuckers I'm around don't- excuse me, most of the people I'm around don't live they life like that. (laughing)","1416.6577","1"
"447","ATL","ATL_se0_ag2_m_01_1","1095","ATL_se0_ag2_m_01","1485.3431","not like I was,","1486.285","0"
"448","ATL","ATL_se0_ag2_m_01_1","1097","ATL_se0_ag2_m_01","1486.8026","you know, I ain't know what Freaknik was. I just happened to go downtown.","1490.4002","0"
"449","ATL","ATL_se0_ag2_m_01_1","1118","ATL_se0_ag2_m_01","1520.5076","oceans of people. Like I've never seen that many people in my life. And I [was like],","1524.7471","0"
"450","ATL","ATL_se0_ag2_m_01_1","1156","ATL_se0_ag2_m_01","1574.5893","[They talked] about the trash and all that, but they ain't never talked about how many millions of dollars they made in that m- that weekend.","1580.5018","1"
"451","ATL","ATL_se0_ag2_m_01_1","1181","ATL_se0_ag2_m_01","1616.9837","[and dying] their hair tips and all of that. (laughing) Like, I seen that when I was young. You not gonna see no dude out here with no afro,","1623.9668","1"
"452","ATL","ATL_se0_ag2_m_01_1","1182","ATL_se0_ag2_m_01","1624.3305","no butterfly collar, no bellbottoms.","1626.5221","1"
"453","ATL","ATL_se0_ag2_m_01_1","1184","ATL_se0_ag2_m_01","1626.8858","You really ain't gonna see no dude in no","1628.8485","1"
"454","ATL","ATL_se0_ag2_m_01_1","1189","ATL_se0_ag2_m_01","1633.9179","[you not gonna] see that.","1635.4567","0"
"455","ATL","ATL_se0_ag2_m_01_1","1195","ATL_se0_ag2_m_01","1643.2549","I don't [know, I] just can't-","1644.6134","1"
"456","ATL","ATL_se0_ag2_m_01_1","1207","ATL_se0_ag2_m_01","1654.039","[I hope I'm] not around for [it.]","1655.6359","0"
"457","ATL","ATL_se0_ag2_m_01_1","1213","ATL_se0_ag2_m_01","1660.9297","[/barely./]","1661.4214","0"
"458","ATL","ATL_se0_ag2_m_01_1","1223","ATL_se0_ag2_m_01","1675.2244","Never had it. No chemical in [my hair.]","1677.8748","1"
"459","ATL","ATL_se0_ag2_m_01_1","1226","ATL_se0_ag2_m_01","1679.9083","[Never.]","1680.5229","0"
"460","ATL","ATL_se0_ag2_m_01_1","1229","ATL_se0_ag2_m_01","1682.9711","[I've never had a relaxer.]","1684.9128","0"
"461","ATL","ATL_se0_ag2_m_01_1","1231","ATL_se0_ag2_m_01","1685.0071","[I've never had a] [perm.]","1686.5693","0"
"462","ATL","ATL_se0_ag2_m_01_1","1234","ATL_se0_ag2_m_01","1689.5162","Nah, I don't need that. I mean,","1691.1742","0"
"463","ATL","ATL_se0_ag2_m_01_1","1276","ATL_se0_ag2_m_01","1755.7832","[I ain't- <laugh>]","1756.6956","0"
"464","ATL","ATL_se0_ag2_m_01_1","1277","ATL_se0_ag2_m_01","1757.0501","I ain't gotta tell you no lies, [dog.]","1759.0651","1"
"465","ATL","ATL_se0_ag2_m_01_1","1295","ATL_se0_ag2_m_01","1778.9549","Nah, I don't really listen to nothing too much. I kind of like the Weeknd.","1782.7123","1"
"466","ATL","ATL_se0_ag2_m_01_1","1309","ATL_se0_ag2_m_01","1795.84","I really don't know the artist's names. I don't follow music like","1799.6817","1"
"467","ATL","ATL_se0_ag2_m_01_1","1326","ATL_se0_ag2_m_01","1818.6272","I don't like","1819.3888","0"
"468","ATL","ATL_se0_ag2_m_01_1","1330","ATL_se0_ag2_m_01","1821.0467","[I don't] like","1821.7282","0"
"469","ATL","ATL_se0_ag2_m_01_1","1333","ATL_se0_ag2_m_01","1822.8323","w- well not band music. What is it, funk?","1824.8352","0"
"470","ATL","ATL_se0_ag2_m_01_1","1335","ATL_se0_ag2_m_01","1824.974","I don't like funk at all.","1826.2028","0"
"471","ATL","ATL_se0_ag2_m_01_1","1386","ATL_se0_ag2_m_01","1881.9723","[/They don't know/] (laughing)","1882.7031","0"
"472","ATL","ATL_se0_ag2_m_01_1","1389","ATL_se0_ag2_m_01","1884.2994","[I don't know.]","1885.3766","0"
"473","ATL","ATL_se0_ag2_m_01_1","1402","ATL_se0_ag2_m_01","1905.2617","a lot of music. I don't know where she pick it up from,","1907.9849","0"
"474","ATL","ATL_se0_ag2_m_01_1","1412","ATL_se0_ag2_m_01","1919.3862","Man, I ain't gonna steer you wrong, [bruh.]","1921.1661","0"
"475","ATL","ATL_se0_ag2_m_01_1","1438","ATL_se0_ag2_m_01","1951.9379","[I wasn't] talking about the English [people, though. I'm talking about] [brothers.]","1955.2988","0"
"476","ATL","ATL_se0_ag2_m_01_1","1480","ATL_se0_ag2_m_01","2017.021","I- I don't let this technology dumb me down, man.","2019.9573","0"
"477","ATL","ATL_se0_ag2_m_01_1","1491","ATL_se0_ag2_m_01","2033.2638","won't you just do this, and it just be the simplest thing?","2036.3539","0"
"478","ATL","ATL_se0_ag2_m_01_1","1493","ATL_se0_ag2_m_01","2036.7819","And they just don't get the concept of connecting it no more.","2040.2232","1"
"479","ATL","ATL_se0_ag2_m_01_1","1499","ATL_se0_ag2_m_01","2045.2952","<clears throat> That's why I don't like being /in all-/","2047.4448","0"
"480","ATL","ATL_se0_ag2_m_01_1","1501","ATL_se0_ag2_m_01","2047.8335","in front of no computer screen for too long. No [video game, TV, nothing.]","2052.4313","1"
"481","ATL","ATL_se0_ag2_m_01_1","1505","ATL_se0_ag2_m_01","2056.5286","so my body don't fall apart, cause that's [all it's doing.]","2059.6001","0"
"482","ATL","ATL_se0_ag2_m_01_1","1513","ATL_se0_ag2_m_01","2066.5568","[Yeah], and that's so not good for you, man. That shit is- got like s- these heavy Wi-Fi signals coming out that shit cau- you should see","2073.8054","0"
"483","ATL","ATL_se0_ag2_m_01_1","1562","ATL_se0_ag2_m_01","2143.7585","You can't barely hear the radio station just by them two little","2146.8236","1"
"484","ATL","ATL_se0_ag2_m_01_1","1566","ATL_se0_ag2_m_01","2148.787","your heart is not beating right no more.","2150.5839","1"
"485","ATL","ATL_se0_ag2_m_01_1","1573","ATL_se0_ag2_m_01","2159.5682","ninety-seven point three. You can't hear nothing but static.","2162.2625","1"
"486","ATL","ATL_se0_ag2_m_01_1","1579","ATL_se0_ag2_m_01","2168.1065","that shit is no joke, man.","2169.4345","0"
"487","ATL","ATL_se0_ag2_m_01_1","1581","ATL_se0_ag2_m_01","2170.1013","And that shit is hard to detox that cause your body don't understand artificial toxins.","2175.1129","0"
"488","ATL","ATL_se0_ag2_m_01_1","1630","ATL_se0_ag2_m_01","2229.0884","out chemicals. It's just like when you don't exercise.","2231.8852","0"
"489","ATL","ATL_se0_ag2_m_01_1","1638","ATL_se0_ag2_m_01","2238.3592","this body don't really wanna shit,","2240.2617","0"
"490","ATL","ATL_se0_ag2_m_01_1","1644","ATL_se0_ag2_m_01","2244.4072","[ain't no motion] to it.","2245.7534","1"
"491","ATL","ATL_se0_ag2_m_01_1","1660","ATL_se0_ag2_m_01","2263.1216","[It's not about-]","2264.1029","0"
"492","ATL","ATL_se0_ag2_m_01_1","1661","ATL_se0_ag2_m_01","2265.1869","you can't- yeah, and ain't no beating [that out.]","2267.5274","1"
"493","ATL","ATL_se0_ag2_m_01_1","1663","ATL_se0_ag2_m_01","2270.3404","Yeah, that's cause a lot of people got diabetes, and they don't know it.","2273.4538","0"
"494","ATL","ATL_se0_ag2_m_01_1","1666","ATL_se0_ag2_m_01","2278.4866","diabetic and don't even know they got that shit.","2280.6552","0"
"495","ATL","ATL_se0_ag2_m_01_1","1670","ATL_se0_ag2_m_01","2285.4148","everything. [You can't eat a-]","2286.7612","0"
"496","ATL","ATL_se0_ag2_m_01_1","1722","ATL_se0_ag2_m_01","2348.0249","We can't be animals. Check this out.","2349.9969","0"
"497","ATL","ATL_se0_ag2_m_01_1","1746","ATL_se0_ag2_m_01","2366.1874","Right the l- way it is, through fur and everything. They don't spit it out.","2369.7612","0"
"498","ATL","ATL_se0_ag2_m_01_1","1750","ATL_se0_ag2_m_01","2374.6261","and devour the bowels. They have blood all over they face. Ain't nothing cooked.","2378.4768","1"
"499","ATL","ATL_se0_ag2_m_01_1","1755","ATL_se0_ag2_m_01","2382.0936","You can't do that.","2383.1333","0"
"500","ATL","ATL_se0_ag2_m_01_1","1759","ATL_se0_ag2_m_01","2390.0458","or a buffalo. You can't even penetrate that","2392.4308","0"
"501","ATL","ATL_se0_ag2_m_01_1","1763","ATL_se0_ag2_m_01","2394.9058","[Your canines] is underdeveloped. You not supposed to eat meat. And then if i- y- it was about you eating meat, what they say?","2401.1905","0"
"502","ATL","ATL_se0_ag2_m_01_1","1771","ATL_se0_ag2_m_01","2409.2147","[I mean, that just makes] sense. You can't eat meat all the time and think you gonna stay healthy.","2413.5937","0"
"503","ATL","ATL_se0_ag2_m_02_1","203","ATL_se0_ag2_m_02","205.7522","Um, it's not really a relationship.","208.5106","0"
"504","ATL","ATL_se0_ag2_m_02_1","211","ATL_se0_ag2_m_02","215.7119","My father wasn't really around to be honest.","217.4223","0"
"505","ATL","ATL_se0_ag2_m_02_1","217","ATL_se0_ag2_m_02","223.8038","it's a natural chemistry, man. So it's like a relationship that'll never die,","227.052","0"
"506","ATL","ATL_se0_ag2_m_02_1","245","ATL_se0_ag2_m_02","256.2477","at the time. I don't know exactly what age she had me at but she did have me at a young age.","260.2987","0"
"507","ATL","ATL_se0_ag2_m_02_1","253","ATL_se0_ag2_m_02","265.7986","like I said, she did whatever she had to do to put food on the table, nothing illegal,","269.5572","0"
"508","ATL","ATL_se0_ag2_m_02_1","272","ATL_se0_ag2_m_02","287.815","Um, now we're not as close,","289.6017","0"
"509","ATL","ATL_se0_ag2_m_02_1","297","ATL_se0_ag2_m_02","314.9255","because my dad wasn't around. They actually kind of embraced me more,","317.516","0"
"510","ATL","ATL_se0_ag2_m_02_1","322","ATL_se0_ag2_m_02","340.2528","[um], I can't really answer that [question,]","342.363","0"
"511","ATL","ATL_se0_ag2_m_02_1","390","ATL_se0_ag2_m_02","421.0878","every neighborhood I've ever lived, I never went to the local school. I always went to the school in like","425.4225","0"
"512","ATL","ATL_se0_ag2_m_02_1","398","ATL_se0_ag2_m_02","429.7211","to what extent I don't know how,","431.1286","0"
"513","ATL","ATL_se0_ag2_m_02_1","526","ATL_se0_ag2_m_02","574.644","Um, there was a teacher by the name of Mr. /RD-NAME-2/ I'll never forget.","577.82","0"
"514","ATL","ATL_se0_ag2_m_02_1","542","ATL_se0_ag2_m_02","589.7644","I- I don't know what it was about him, but he may s-","592.6388","0"
"515","ATL","ATL_se0_ag2_m_02_1","614","ATL_se0_ag2_m_02","665.9572","they've reminded me. They never forget the story, so it must have been like a epic moment [for me],","670.082","0"
"516","ATL","ATL_se0_ag2_m_02_1","643","ATL_se0_ag2_m_02","699.7482","I would sit there and just play. I knew I wasn't gonna play their actual concert,","702.9538","0"
"517","ATL","ATL_se0_ag2_m_02_1","690","ATL_se0_ag2_m_02","755.3555","never came back,","756.1391","0"
"518","ATL","ATL_se0_ag2_m_02_1","692","ATL_se0_ag2_m_02","756.3351","never.","756.7578","0"
"519","ATL","ATL_se0_ag2_m_02_1","711","ATL_se0_ag2_m_02","773.2627","and I don't","773.6904","0"
"520","ATL","ATL_se0_ag2_m_02_1","768","ATL_se0_ag2_m_02","821.8917","I felt like the things in school were- not to be like a Black Panther or anything, but I felt [like the knowledge] that they was giving us","827.2008","0"
"521","ATL","ATL_se0_ag2_m_02_1","775","ATL_se0_ag2_m_02","831.0039","technically wasn't-","832.1593","0"
"522","ATL","ATL_se0_ag2_m_02_1","800","ATL_se0_ag2_m_02","863.438","you know what I'm saying, and never looked back.","864.7682","0"
"523","ATL","ATL_se0_ag2_m_02_1","984","ATL_se0_ag2_m_02","1098.9333","Um, yeah, not really,","1100.5367","0"
"524","ATL","ATL_se0_ag2_m_02_1","995","ATL_se0_ag2_m_02","1111.2993","I wasn't there physically, but I was there sonically, [meaning like I was-]","1114.6235","0"
"525","ATL","ATL_se0_ag2_m_02_1","1021","ATL_se0_ag2_m_02","1140.4409","You know what I'm saying, he's not a gimmick rapper. He's very organic with his shit.","1143.6873","0"
"526","ATL","ATL_se0_ag2_m_02_1","1037","ATL_se0_ag2_m_02","1162.7332","[it's] nobody really-","1163.7061","0"
"527","ATL","ATL_se0_ag2_m_02_1","1038","ATL_se0_ag2_m_02","1163.8504","not too many niggas really fucking with him","1165.351","0"
"528","ATL","ATL_se0_ag2_m_02_1","1062","ATL_se0_ag2_m_02","1187.9551","and never looked back.","1188.7374","0"
"529","ATL","ATL_se0_ag2_m_02_1","1125","ATL_se0_ag2_m_02","1248.9583","I like Bitch Don't Kill My Vibe and, you know, Backseat Freestyle and all that shit, man. Like those records are hard too.","1254.2275","0"
"530","ATL","ATL_se0_ag2_m_02_1","1162","ATL_se0_ag2_m_02","1288.6182","Depends on- it's gonna sound really weird, and, uh, it's not a cocky statement, but it depends on the time of-","1293.4952","0"
"531","ATL","ATL_se0_ag2_m_02_1","1188","ATL_se0_ag2_m_02","1315.913","I'm not savage.","1316.7422","0"
"532","ATL","ATL_se0_ag2_m_02_1","1190","ATL_se0_ag2_m_02","1316.8925","You know, I wouldn't","1317.3743","0"
"533","ATL","ATL_se0_ag2_m_02_1","1257","ATL_se0_ag2_m_02","1385.2991","Aiko, Aiko. I don't wanna fuck her name up.","1387.5921","0"
"534","ATL","ATL_se0_ag2_m_02_1","1269","ATL_se0_ag2_m_02","1398.5334","[with a Jhene Aiko, yeah], yeah, yeah, I'm just cool with something real laid back, real chill in the cut. I don't need to be-","1403.4974","0"
"535","ATL","ATL_se0_ag2_m_02_1","1272","ATL_se0_ag2_m_02","1406.1497","seen and not heard.","1407.1728","0"
"536","ATL","ATL_se0_ag2_m_02_1","1351","ATL_se0_ag2_m_02","1511.3611","it's somebody else I'm not thinking of that- and they are a entertainer. They're actually a rapper, but they're dope as fuck.","1515.8659","0"
"537","ATL","ATL_se0_ag2_m_02_1","1411","ATL_se0_ag2_m_02","1573.6829","you know, some of the dopest ideas. I shouldn't be sharing my knowledge and my jewels","1577.4208","0"
"538","ATL","ATL_se0_ag2_m_02_1","1432","ATL_se0_ag2_m_02","1599.3276","Know what I'm [saying, I can't-]","1600.0391","0"
"539","ATL","ATL_se0_ag2_m_02_1","1434","ATL_se0_ag2_m_02","1600.5753","[yeah, I can't get with that sh-] yeah, yeah, yeah, yeah, yeah. I wanna see real titties, man, [you know what I'm saying.]","1604.7243","0"
"540","ATL","ATL_se0_ag2_m_02_1","1482","ATL_se0_ag2_m_02","1651.21","for [the record I hate] publicly reading. It's not that I can't.","1653.9042","1"
"541","ATL","ATL_se0_ag2_m_02_1","1494","ATL_se0_ag2_m_02","1663.3065","who wouldn't make up his mind.","1664.8724","0"
"542","ATL","ATL_se0_ag2_m_02_1","1498","ATL_se0_ag2_m_02","1667.1587","whenever the other rats aksed him-","1668.9474","0"
"543","ATL","ATL_se0_ag2_m_02_1","1502","ATL_se0_ag2_m_02","1669.4998","hold on I gotta make this bigger, bruh. I don't have my glasses.","1671.7585","0"
"544","ATL","ATL_se0_ag2_m_02_1","1523","ATL_se0_ag2_m_02","1691.844","I know that has nothing to do with the interview whatsoever, and that-","1694.8755","0"
"545","ATL","ATL_se0_ag2_m_02_1","1535","ATL_se0_ag2_m_02","1707.3571","you know what I'm saying. So don't get-","1708.4132","0"
"546","ATL","ATL_se0_ag2_m_02_1","1537","ATL_se0_ag2_m_02","1708.5137","don't get stuck on-","1709.6349","0"
"547","ATL","ATL_se0_ag2_m_02_1","1541","ATL_se0_ag2_m_02","1711.198","or don't get stuck on, you know, the little things that I say cause I'm so random, man. I'll just say anything,","1715.7478","0"
"548","ATL","ATL_se0_ag2_m_02_1","1769","ATL_se0_ag2_m_02","1987.6806","[the] A list celebrity, you know what I'm saying. They don't take time to look into their paperwork.","1991.7266","0"
"549","ATL","ATL_se0_ag2_m_02_1","1771","ATL_se0_ag2_m_02","1992.5979","So I stress that, you know what I'm saying, I'm not even saying I've arrived, cause I-","1995.578","0"
"550","ATL","ATL_se0_ag2_m_02_1","1773","ATL_se0_ag2_m_02","1995.9853","y'all talking to me right now as a nobody,","1997.9225","0"
"551","ATL","ATL_se0_ag2_m_02_1","1827","ATL_se0_ag2_m_02","2061.6398","You know what I'm saying, like I think he just did a record, if I'm not mistaken, for","2064.9073","0"
"552","ATL","ATL_se0_ag2_m_02_1","1877","ATL_se0_ag2_m_02","2115.7323","and I don't want my image to be tainted or reflected, you know what I'm saying, in such a way. So I mean it as a-","2120.3815","0"
"553","ATL","ATL_se0_ag2_m_02_1","1924","ATL_se0_ag2_m_02","2178.5278","you know what I'm saying, he had no choice but to respect him.","2180.7321","0"
