RESPONSE,RACE_INT,SUBJECT,AGE,GENDER,DATE,TIMESTAMP,LINE
0,white,eductation,10,male,1999-04-10,00:09:58.510,"to at this point but, luckily, he has more wisdom than"
0,white,eductation,10,male,1999-04-10,00:10:02.000,"the average 10-year-old, too, and I think he's been handling"
0,white,eductation,10,male,1999-04-10,00:10:02.000,"the average 10-year-old, too, and I think he's been handling"
0,white,eductation,10,male,1999-04-10,00:10:06.790,WINFREY:  So you had to have the birds and bees
0,white,eductation,10,male,1999-04-10,00:10:12.710,WINFREY:  But did you use birds and bees or you use the…
0,white,eductation,10,male,1999-04-10,00:10:17.380,WINFREY:  I would think you would need…
0,white,eductation,10,male,1999-04-10,00:10:23.190,"Mr. SMITH:  ...and so I knew that, you know,"
0,white,eductation,10,male,1999-04-10,00:10:25.870,WINFREY:  Did you have any anxiety about that birds
0,white,eductation,10,male,1999-04-10,00:10:36.030,"a family because we want the best for our child,"
0,white,eductation,10,male,1999-04-10,00:10:40.110,And when they would come--when he'd come home from
0,white,eductation,10,male,1999-04-10,00:10:44.640,"`Well, I sat in the closet and read my work by"
0,white,eductation,10,male,1999-04-10,00:10:47.040,myself while the other children were working on different
0,white,eductation,10,male,1999-04-10,00:10:49.410,"things,' or `I sat out in the hall because I'm working"
0,white,eductation,10,male,1999-04-10,00:10:49.410,"things,' or `I sat out in the hall because I'm working"
0,white,eductation,10,male,1999-04-10,00:10:52.750,on fifth-grade work and they're still doing
0,white,eductation,10,male,1999-04-10,00:10:55.380,the first letter of the alphabet.'
0,white,eductation,10,male,1999-04-10,00:10:55.380,the first letter of the alphabet.'
0,white,eductation,10,male,1999-04-10,00:10:57.650,We knew that that wouldn't work.
0,white,eductation,10,male,1999-04-10,00:10:57.650,We knew that that wouldn't work.
0,white,eductation,10,male,1999-04-10,00:11:04.360,had this special gift.
0,white,eductation,10,male,1999-04-10,00:11:08.600,"I was saying to Greg during the commercial break,"
0,white,eductation,10,male,1999-04-10,00:11:10.170,those of you who saw the beginning of the show
0,white,eductation,10,male,1999-04-10,00:11:10.170,those of you who saw the beginning of the show
0,white,eductation,10,male,1999-04-10,00:11:10.170,those of you who saw the beginning of the show
0,white,eductation,10,male,1999-04-10,00:11:11.460,"and that--what we all heard here, really profound statement"
0,white,eductation,10,male,1999-04-10,00:11:14.600,"that you want to use your talents, you understand that this"
0,white,eductation,10,male,1999-04-10,00:11:14.600,"that you want to use your talents, you understand that this"
0,white,eductation,10,male,1999-04-10,00:11:14.600,"that you want to use your talents, you understand that this"
0,white,eductation,10,male,1999-04-10,00:11:17.100,"is a gift, you don't know why, but use it to the best"
0,white,eductation,10,male,1999-04-10,00:11:20.940,I think you have the power to do that.
0,white,eductation,10,male,1999-04-10,00:11:20.940,I think you have the power to do that.
